Filename,left peak 0,right peak 0,left peak 1,right peak 1,left Sigma D,right Sigma D,left Sigma S,right Sigma S,left Sigma C,right Sigma C,left gamma,right gamma,left Z line,right Z line,left Sigma Z,right Sigma Z,left Iz,right Iz,left gamma Z,right gamma Z,Model,CenterX,S10,d10,left I11/I10,right I11/I10,Avarage I11/I10 per fiber,Fitting error,comment
2014.tif,90.69027314486063,90.69027314486063,157.0801608391979,157.0801608391979,5.7427249799479405,5.516261340458646,3.5412253118535197,3.7043991355931603,1.0,1.0,,,,,,,,,,,Gaussian,1187.218857945642,90.69027314486063,-,0.6596828922972989,0.6993113136697054,0.6794971029835022,0.02099968186570178,
