AI0,AI2,AO0
-0.0037306,1.091786,0.0
-0.0034712,1.0910076,0.0
-0.0026924,1.0846488,0.0
-0.0049634,1.0796524,0.0
-0.002433,1.081015,0.0
-0.002368,1.0843892,0.0
-0.0042496,1.0909426,0.0
-0.0019138,1.0942516,0.0
-0.0044444,1.0871142,0.0
-0.0030818,1.0838702,0.0
-0.0023682,1.080431,0.0
-0.0043146,1.079977,0.0
-0.001849,1.0895152,0.0
-0.0023032,1.0961332,0.0
-0.0028222,1.096198,0.0
-0.0023032,1.0902938,0.0
-0.0036656,1.0817288,0.0
-0.0025626,1.0811448,0.0
-0.0026276,1.0873738,0.0
-0.0031468,1.0936028,0.0
-0.0017192,1.1012592,0.0
-0.0021086,1.0982098,0.0
-0.002498,1.0876334,0.0
-0.0031464,1.0817936,0.0
-0.0029518,1.0800418,0.0
-0.0023032,1.085687,0.0
-0.00412,1.0975606,0.0
-0.0018488,1.1015188,0.0
-0.0024328,1.0955492,0.0
-0.0047038,1.0864004,0.0
-0.0021086,1.0830914,0.0
-0.0037308,1.082832,0.0
-0.0037306,1.0913318,0.0
-0.0018492,1.1009346,0.0
-0.0043796,1.1016484,0.0
-0.0027574,1.0954196,0.0
-0.003471,1.085492,0.0
-0.0048336,1.0830264,0.0
-0.002433,1.090618,0.0
-0.004639,1.0962632,0.0
-0.0037956,1.1026218,0.0
-0.0017194,1.1026218,0.0
-0.0048982,1.0908776,0.0
-0.0037306,1.0856868,0.0
-0.0039902,1.0862706,0.0
-0.0043796,1.0897096,0.0
-0.0036008,1.101194,0.0
-0.0043146,1.1015188,0.0
-0.0039902,1.0969118,0.0
-0.003666,1.0920456,0.0
-0.0043144,1.0860114,0.0
-0.0038604,1.088347,0.0
-0.0053526,1.0949002,0.0
-0.003017,1.101454,0.0
-0.0034062,1.1022324,0.0
-0.0049634,1.0924348,0.0
-0.0026276,1.0870492,0.0
-0.0041848,1.0849082,0.0
-0.0026276,1.0858816,0.0
-0.0032116,1.096912,0.0
-0.0047036,1.1012592,0.0
-0.0021736,1.1011944,0.0
-0.0032116,1.0950304,0.0
-0.0037956,1.0864654,0.0
-0.0021734,1.0863358,0.0
-0.0045092,1.0870492,0.0
-0.0032764,1.0936676,0.0
-0.0036656,1.1019728,0.0
-0.0041848,1.1015188,0.0
-0.001265,1.0971064,0.0
-0.0031466,1.0850378,0.0
-0.0028222,1.082702,0.0
-0.0030816,1.0888664,0.0
-0.00412,1.0939272,0.0
-0.0025624,1.1012592,0.0
-0.0034064,1.1011292,0.0
-0.001784,1.0925646,0.0
-0.0010704,1.0858814,0.0
-0.0040552,1.084,0.0
-0.0021734,1.0932782,0.0
-0.0029522,1.0991828,0.0
-0.003406,1.098534,0.0
-0.0019788,1.0965224,0.0
-0.0030816,1.0898396,0.0
-0.0018488,1.0859466,0.0
-0.002822,1.0902288,0.0
-0.003471,1.0970418,0.0
-0.0024978,1.102427,0.0
-0.004185,1.0987936,0.0
-0.002498,1.0914618,0.0
-0.0024978,1.0865952,0.0
-0.0050284,1.087244,0.0
-0.0021734,1.0970416,0.0
-0.0030168,1.1013888,0.0
-0.004509,1.1037248,0.0
-0.0016544,1.1032058,0.0
-0.0045092,1.0896448,0.0
-0.003471,1.085038,0.0
-0.003017,1.0906828,0.0
-0.0048984,1.0943812,0.0
-0.0028224,1.1039846,0.0
-0.0038602,1.1024922,0.0
-0.0045092,1.0970416,0.0
-0.0026278,1.0913318,0.0
-0.0052228,1.083091,0.0
-0.0040548,1.0875036,0.0
-0.0034714,1.09503,0.0
-0.0050284,1.093992,0.0
-0.0036008,1.0954844,0.0
-0.0036658,1.088477,0.0
-0.0044444,1.0803012,0.0
-0.0039254,1.0822476,0.0
-0.0043794,1.0839998,0.0
-0.0036006,1.087244,0.0
-0.0042496,1.0884768,0.0
-0.0026276,1.0822478,0.0
-0.0026276,1.0758894,0.0
-0.0039902,1.0736182,0.0
-0.0026276,1.0774466,0.0
-0.0034708,1.0797824,0.0
-0.0039252,1.0797176,0.0
-0.0030818,1.0751756,0.0
-0.004509,1.0663512,0.0
-0.0026274,1.0616792,0.0
-0.0018488,1.059019,0.0
-0.0044442,1.062004,0.0
-0.001784,1.0675188,0.0
-0.0032118,1.0646644,0.0
-0.003082,1.0579812,0.0
-0.002368,1.0498056,0.0
-0.0041848,1.040397,0.0
-0.0019786,1.0420842,0.0
-0.0013948,1.0470804,0.0
-0.0033414,1.0475994,0.0
-0.0019788,1.0477942,0.0
-0.0034712,1.038191,0.0
-0.0019788,1.0237218,0.0
-0.002952,1.018985,0.0
-0.0044444,1.0198286,0.0
-0.0019138,1.0276798,0.0
-0.0027572,1.0307292,0.0
-0.0032116,1.0230728,0.0
-0.003082,1.0119126,0.0
-0.004639,1.002699,0.0
-0.002822,0.9959508,0.0
-0.0039252,1.0023096,0.0
-0.0039252,1.0053592,0.0
-0.0022382,1.0052944,0.0
-0.0043794,0.9965998,0.0
-0.0039902,0.9844666,0.0
-0.0036658,0.9756418,0.0
-0.0054822,0.972852,0.0
-0.0026274,0.9799892,0.0
-0.004055,0.9779778,0.0
-0.0043144,0.9729818,0.0
-0.0015244,0.9685046,0.0
-0.0039252,0.9527378,0.0
-0.003666,0.9486498,0.0
-0.003471,0.950272,0.0
-0.0032116,0.9518292,0.0
-0.0015894,0.9529324,0.0
-0.0036656,0.9409934,0.0
-0.003536,0.9291196,0.0
-0.0017842,0.9262646,0.0
-0.003341,0.9178944,0.0
-0.0026274,0.9230854,0.0
-0.0026926,0.9252916,0.0
-0.002303,0.9207496,0.0
-0.0023034,0.9142608,0.0
-0.0032114,0.8994024,0.0
-0.0028222,0.8908374,0.0
-0.0031468,0.8890858,0.0
-0.0031464,0.8929136,0.0
-0.0030168,0.8949902,0.0
-0.0045742,0.8914216,0.0
-0.0025626,0.8827916,0.0
-0.0028872,0.868517,0.0
-0.004639,0.8587844,0.0
-0.002887,0.8598872,0.0
-0.0042498,0.8594334,0.0
-0.0041198,0.860536,0.0
-0.0038602,0.8580706,0.0
-0.0041198,0.8446394,0.0
-0.0027574,0.8346472,0.0
-0.0036008,0.8269908,0.0
-0.0037306,0.8264716,0.0
-0.002498,0.8314678,0.0
-0.0043796,0.8266014,0.0
-0.0021086,0.8210214,0.0
-0.0026274,0.8103154,0.0
-0.0032114,0.8019452,0.0
-0.001784,0.8051244,0.0
-0.002433,0.8028534,0.0
-0.0017192,0.7967544,0.0
-0.0028222,0.7852696,0.0
-0.0048336,0.76827,0.0
-0.00399,0.7673616,0.0
-0.004574,0.7680752,0.0
-0.0031466,0.77677,0.0
-0.002303,0.7776132,0.0
-0.0042498,0.765999,0.0
-0.0032764,0.7577586,0.0
-0.0043144,0.742186,0.0
-0.0045092,0.7294038,0.0
-0.001849,0.7301178,0.0
-0.0037956,0.7280412,0.0
-0.0026924,0.7307666,0.0
-0.0037956,0.7298582,0.0
-0.0032114,0.721358,0.0
-0.0012002,0.711236,0.0
-0.0032114,0.6979996,0.0
-0.0021734,0.693977,0.0
-0.003017,0.693847,0.0
-0.0048334,0.6963776,0.0
-0.0021084,0.701698,0.0
-0.003406,0.6893698,0.0
-0.003017,0.6765876,0.0
-0.0015892,0.6667252,0.0
-0.004574,0.6598472,0.0
-0.0038606,0.6677632,0.0
-0.0037306,0.6715268,0.0
-0.003536,0.6640646,0.0
-0.002952,0.6529694,0.0
-0.0042498,0.640382,0.0
-0.0026926,0.6351912,0.0
-0.002887,0.6356452,0.0
-0.0033412,0.6385002,0.0
-0.0020438,0.639733,0.0
-0.0038606,0.6309736,0.0
-0.0025626,0.619294,0.0
-0.0024328,0.6122866,0.0
-0.003082,0.6083286,0.0
-0.0021732,0.6099506,0.0
-0.0048986,0.6106644,0.0
-0.0034062,0.609237,0.0
-0.0037956,0.6010614,0.0
-0.005223,0.5918478,0.0
-0.0023032,0.5873058,0.0
-0.0031466,0.5830884,0.0
-0.0039254,0.5863976,0.0
-0.0024978,0.58789,0.0
-0.0045092,0.5819852,0.0
-0.0025628,0.574848,0.0
-0.0019788,0.5653746,0.0
-0.0031468,0.5588866,0.0
-0.0024328,0.5614168,0.0
-0.004055,0.5636878,0.0
-0.0031466,0.5657642,0.0
-0.003601,0.5623254,0.0
-0.0039902,0.549348,0.0
-0.0031468,0.5426002,0.0
-0.0041848,0.5390964,0.0
-0.002887,0.5412376,0.0
-0.0046392,0.5457146,0.0
-0.0036008,0.5450656,0.0
-0.0012,0.5363066,0.0
-0.003471,0.525795,0.0
-0.002368,0.5194362,0.0
-0.0027576,0.5187874,0.0
-0.0043794,0.523459,0.0
-0.0015242,0.5287148,0.0
-0.0039252,0.5233944,0.0
-0.0040552,0.5139862,0.0
-0.0027576,0.507173,0.0
-0.0049634,0.5017878,0.0
-0.0028224,0.5055508,0.0
-0.003471,0.5093144,0.0
-0.0035358,0.5076272,0.0
-0.0017192,0.5039288,0.0
-0.003471,0.4916656,0.0
-0.0026926,0.4871234,0.0
-0.0028872,0.4875132,0.0
-0.003471,0.4899786,0.0
-0.0026926,0.4939366,0.0
-0.0038606,0.492639,0.0
-0.0030816,0.4848528,0.0
-0.003536,0.4781044,0.0
-0.0039254,0.4724598,0.0
-0.0028872,0.4733682,0.0
-0.0037954,0.4778452,0.0
-0.0023032,0.4800512,0.0
-0.0017192,0.4759634,0.0
-0.0043144,0.4654522,0.0
-0.0026276,0.4591582,0.0
-0.0037308,0.4571468,0.0
-0.0031466,0.45825,0.0
-0.0027574,0.4638948,0.0
-0.0055472,0.4656468,0.0
-0.0032116,0.4614942,0.0
-0.0032764,0.4503338,0.0
-0.0042496,0.4431964,0.0
-0.0019788,0.4444294,0.0
-0.0037956,0.4483226,0.0
-0.0024978,0.4522158,0.0
-0.0015896,0.451502,0.0
-0.0036008,0.4424178,0.0
-0.0027574,0.4352158,0.0
-0.0045092,0.4302196,0.0
-0.0035358,0.430544,0.0
-0.0037956,0.439109,0.0
-0.0040548,0.4407958,0.0
-0.0021084,0.437876,0.0
-0.004574,0.428403,0.0
-0.002303,0.4215252,0.0
-0.0027574,0.4182808,0.0
-0.0040552,0.4201624,0.0
-0.001719,0.4253532,0.0
-0.003017,0.4294408,0.0
-0.0037306,0.423212,0.0
-0.003471,0.4168532,0.0
-0.0051578,0.4098458,0.0
-0.002433,0.4097808,0.0
-0.003406,0.413609,0.0
-0.0037954,0.415945,0.0
-0.0022384,0.4175668,0.0
-0.0037308,0.4078344,0.0
-0.002887,0.3992044,0.0
-0.0032114,0.3957008,0.0
-0.0039902,0.3984908,0.0
-0.0024328,0.4056932,0.0
-0.0041848,0.4072504,0.0
-0.0039902,0.4044602,0.0
-0.0037956,0.3962846,0.0
-0.0039902,0.387006,0.0
-0.0021734,0.385579,0.0
-0.0034712,0.3907698,0.0
-0.0028222,0.3969984,0.0
-0.0019786,0.3977772,0.0
-0.0043794,0.3903804,0.0
-0.0034712,0.3836322,0.0
-0.004055,0.3772086,0.0
-0.0042498,0.3752624,0.0
-0.0022384,0.3827888,0.0
-0.0043794,0.385968,0.0
-0.0022382,0.3856436,0.0
-0.0035362,0.3788954,0.0
-0.0030816,0.3707202,0.0
-0.0019138,0.3660482,0.0
-0.0037958,0.3670864,0.0
-0.0027572,0.372537,0.0
-0.0036008,0.378117,0.0
-0.0050284,0.3750026,0.0
-0.0027572,0.3704608,0.0
-0.00412,0.3605334,0.0
-0.0032114,0.3598196,0.0
-0.0015248,0.363583,0.0
-0.0036658,0.364102,0.0
-0.0026274,0.366892,0.0
-0.0037308,0.3644262,0.0
-0.0030818,0.3567048,0.0
-0.002887,0.3515142,0.0
-0.0049636,0.3483348,0.0
-0.002433,0.3561858,0.0
-0.0032116,0.3599494,0.0
-0.0031466,0.3568348,0.0
-0.0027576,0.3537204,0.0
-0.0041848,0.3440524,0.0
-0.0021084,0.3376936,0.0
-0.0027574,0.3412624,0.0
-0.0039252,0.3476858,0.0
-0.0030816,0.3536554,0.0
-0.0048334,0.3496976,0.0
-0.0027572,0.3411326,0.0
-0.0031466,0.3338006,0.0
-0.0037306,0.3298428,0.0
-0.0019138,0.3359418,0.0
-0.003601,0.341976,0.0
-0.002952,0.3446366,0.0
-0.002498,0.3427548,0.0
-0.0047038,0.3301022,0.0
-0.002952,0.3237434,0.0
-0.0037956,0.3232242,0.0
-0.0035358,0.3277664,0.0
-0.0025626,0.3362014,0.0
-0.0039254,0.3347088,0.0
-0.0019786,0.329583,0.0
-0.0028222,0.32277,0.0
-0.0032118,0.3148544,0.0
-0.0029522,0.3193314,0.0
-0.0043796,0.3247168,0.0
-0.003471,0.3286748,0.0
-0.0038602,0.3281558,0.0
-0.0041198,0.3193314,0.0
-0.0017842,0.3130376,0.0
-0.0036656,0.307003,0.0
-0.0020436,0.3101826,0.0
-0.0032114,0.3164114,0.0
-0.0042496,0.3205642,0.0
-0.0025628,0.3209532,0.0
-0.0043144,0.3114804,0.0
-0.0032116,0.3040184,0.0
-0.0028222,0.3036292,0.0
-0.0039902,0.3069382,0.0
-0.0019138,0.3147244,0.0
-0.0036658,0.3135566,0.0
-0.0039252,0.307717,0.0
-0.0021084,0.305316,0.0
-0.0047684,0.2961024,0.0
-0.0036008,0.3000606,0.0
-0.0043794,0.306484,0.0
-0.003536,0.3084304,0.0
-0.0021734,0.3090146,0.0
-0.003406,0.2997364,0.0
-0.0025628,0.2909118,0.0
-0.0036658,0.2887056,0.0
-0.0032114,0.2922094,0.0
-0.0027574,0.3017474,0.0
-0.0048334,0.3041482,0.0
-0.003471,0.3005796,0.0
-0.0034712,0.2943504,0.0
-0.0031464,0.2855264,0.0
-0.002238,0.285656,0.0
-0.0036656,0.2877972,0.0
-0.0025626,0.2946752,0.0
-0.0021734,0.2983734,0.0
-0.0048984,0.2914958,0.0
-0.0030818,0.2870188,0.0
-0.004704,0.2825416,0.0
-0.003471,0.2818928,0.0
-0.0024978,0.2894846,0.0
-0.0038606,0.2905222,0.0
-0.0028224,0.2907172,0.0
-0.0030816,0.2846178,0.0
-0.003406,0.2767668,0.0
-0.0030818,0.2787134,0.0
-0.0047686,0.2804004,0.0
-0.0034062,0.2870188,0.0
-0.0028874,0.290263,0.0
-0.0040552,0.2837096,0.0
-0.0019788,0.2782592,0.0
-0.0041848,0.2689806,0.0
-0.0024978,0.271057,0.0
-0.0019786,0.2789732,0.0
-0.0043796,0.2820874,0.0
-0.0032114,0.285202,0.0
-0.005093,0.2791028,0.0
-0.0030172,0.268786,0.0
-0.0030818,0.267164,0.0
-0.0038602,0.2668394,0.0
-0.0017842,0.2761178,0.0
-0.0033414,0.278973,0.0
-0.0031466,0.277221,0.0
-0.0034062,0.2730684,0.0
-0.005223,0.2650228,0.0
-0.0025626,0.2632708,0.0
-0.0033412,0.2669046,0.0
-0.003601,0.2720302,0.0
-0.0024978,0.2774158,0.0
-0.0041848,0.2706676,0.0
