adapter,case_id,n_trials,success_rate,elapsed_mean,elapsed_std,elapsed_median,elapsed_iqr,chi2_mean,chi2_std,chi2_ratio_mean,chi2_ratio_std,r2_mean,r2_std,p_max_diff_mean,p_max_diff_std
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,10,1.0,0.028941532876342536,0.0019681108485189243,0.028856723569333553,0.0030886156018823385,146386.9237888154,6.256199811480172e-06,1.0000000000560132,4.273747744152123e-11,0.9977711687252591,9.524485641964744e-14,1.2355234986216601e-05,5.651271186078063e-06
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,10,1.0,0.2063287291675806,0.03678051288544417,0.2104912018403411,0.06193807674571872,776.1714268853225,7.999509028115542e-07,0.9999999994374246,1.030636881329743e-09,0.996031897037908,4.089674714163075e-12,0.00020988303201647797,0.00012389558033833162
lmfit-baseline-leastsq,full_run_TEST_00005_861239,10,1.0,0.3213357293047011,0.7525202833741904,0.06615029973909259,0.18021593848243356,25903.650915850038,47032.81649684965,7.213472058136766,13.097377999635754,0.7489798498654336,0.4557729988195094,0.47088630120429686,0.477788143339107
lmfit-baseline-leastsq,full_run_m3_00003_dc8ba7,10,1.0,0.06242066426202655,0.054605924159775616,0.031097506638616323,0.08743195398710668,1940634512.313003,141.62552488112323,0.9999999967371739,7.29789785473507e-08,0.8209164807696936,1.3069332330349746e-08,2.6075152220528253e-05,1.1541740336431962e-05
lmfit-baseline-leastsq,full_run_m6_00004_407a65,10,1.0,0.20310519970953464,0.10839027655072392,0.17323666019365191,0.08993769087828696,560594.997674735,0.011809171079381463,1.0000000058066687,2.1065423700443847e-08,0.9966616031002893,7.032474808092965e-11,5.964866841168259e-05,6.0380944233220836e-05
lmfit-trf,full_run_M3_00001_6ab33e,10,1.0,0.026245199702680112,0.0015526009140901628,0.026847944129258394,0.0022120627108961344,146386.92378628143,5.314047897527716e-06,1.0000000000387033,3.630135477000018e-11,0.9977711687252977,8.08647156456894e-14,1.3044178109566928e-05,5.1093209635748654e-06
lmfit-trf,full_run_M6_00002_952a4b,10,1.0,0.15007145190611482,0.01873955621949032,0.14593372074887156,0.024051989428699017,776.1714275368603,4.282031223530507e-06,1.0000000002768497,5.516862678239676e-09,0.9960318970345771,2.189148385062611e-11,0.00021929952669097474,9.014613800545641e-05
lmfit-trf,full_run_TEST_00005_861239,10,1.0,0.04154960690066219,0.007276992088498946,0.03847799310460687,0.0067556616850197315,3612.8176742316964,68.96837720155287,1.0060728284547218,0.019205843356004535,0.9649898758309956,0.0006683402450068138,0.043096646558859676,0.04379403382473511
lmfit-trf,full_run_m3_00003_dc8ba7,10,1.0,0.01135877836495638,0.00016954490872886946,0.011355364695191383,0.00023040873929858208,1940634389.5581875,0.034472919844321256,0.9999999334821847,1.776374709861079e-11,0.8209164920976197,3.1811781936360873e-12,5.71075316884162e-05,1.2956541522123887e-07
lmfit-trf,full_run_m6_00004_407a65,10,1.0,0.06559686791151761,0.003047687676383184,0.06409951997920871,0.004991588648408651,560594.9878740093,9.140529863824976e-05,0.9999999883239481,1.6305051420264107e-10,0.9966616031586535,5.443218320922757e-13,8.972392124633189e-05,8.30391140580556e-06
