adapter,case_id,param_name,n_trials,ref_value,cand_mean,cand_std,cand_min,cand_max,diff_mean,diff_std,abs_diff_mean,abs_diff_max,rel_diff_mean,rel_diff_std
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,amplitude0,10,1793.1203882904592,1793.1192958039405,0.0036689088004483615,1793.1142109657558,1793.1258363417287,-0.00109248651872349,0.003668908800460391,0.003357343909078736,0.006177324703457998,-6.092655718253554e-07,2.046102885461186e-06
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,amplitude1,10,14992.989335048138,14992.991271823272,0.005715676609998351,14992.981291152097,14992.99947181527,0.001936775133253832,0.005715676609876822,0.005304229971625318,0.01013676713228051,1.2917871746405889e-07,3.8122328257218565e-07
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,amplitude2,10,15002.634368252506,15002.63567283444,0.004711658621565794,15002.627384313957,15002.641477228384,0.0013045819354374545,0.0047116586217374684,0.004417423383893037,0.007108975878509227,8.69568572702216e-08,3.1405541894081887e-07
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,amplitude3,10,1794.2474830009126,1794.2468296273614,0.0030376584502636228,1794.2433049498798,1794.2523068708824,-0.000653373550926517,0.003037658450262841,0.0027793643823088134,0.0048238699698686105,-3.6414906924307765e-07,1.6929985852243193e-06
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,common_sigma,10,2.0281922097858196,2.028192541052886,5.806174042831225e-07,2.0281916593287863,2.0281934832349795,3.31267066444596e-07,5.806174043017229e-07,5.862183432459033e-07,1.2734491598997977e-06,1.6333119950183537e-07,2.8627336280077563e-07
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,p_0,10,-300.7812495426557,-300.78125208236827,1.369604685175071e-05,-300.7812698850617,-300.78122640850484,-2.5397125284598586e-06,1.369604685571821e-05,1.1843193323102242e-05,2.313415086518944e-05,8.443719587978125e-09,4.55349090960402e-08
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,p_1,10,-295.589199387215,-295.58919952313863,1.07484841803921e-06,-295.5892008268632,-295.5891974638348,-1.359236250664253e-07,1.074848401646281e-06,9.124798964421643e-07,1.9233801822338137e-06,4.598396198109001e-10,3.636291190187415e-09
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,p_2,10,294.8530579885017,294.8530579617517,8.444074020002208e-07,294.8530563282617,294.8530586581211,-2.6750029746835935e-08,8.444074138324064e-07,6.868304410545534e-07,1.6602400023657538e-06,-9.072325696509857e-11,2.8638245083601456e-09
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,p_3,10,300.03170797145725,300.0317080021402,9.937809051764968e-06,300.03168919581674,300.0317162182395,3.068295768571261e-08,9.937809047992824e-06,8.25724288802121e-06,1.877564051255831e-05,1.022657168242735e-10,3.312252933259385e-08
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude0,10,43.181502951977485,43.18150833427625,5.044308889676257e-06,43.18150238948985,43.18151879652896,5.382298766676286e-06,5.044308890033001e-06,5.49479629370353e-06,1.584455147707331e-05,1.2464361818674967e-07,1.1681642706236559e-07
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude1,10,234.4054566645264,234.405513631907,0.00010084413149233023,234.40536341457292,234.40565563896848,5.696738060123607e-05,0.00010084413149635983,7.784906097754173e-05,0.00019897444207117587,2.430292426287924e-07,4.302123889576714e-07
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude2,10,679.4201462092967,679.4202207905496,0.0006259928730745414,679.4195748129058,679.4211339140849,7.458125290895622e-05,0.0006259928730641106,0.0005274225478729023,0.0009877047881445833,1.097719184882418e-07,9.213634252041624e-07
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude3,10,34.330164023774124,34.33015645236383,0.00015259524055670699,34.329938017849756,34.33032735905155,-7.571410290552194e-06,0.00015259524055447892,0.00012955529301876821,0.0002260059243681667,-2.2054687199597663e-07,4.444931881152812e-06
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude4,10,31.02363434337704,31.02358578638025,0.00010924857914595385,31.02340460812291,31.023718037112552,-4.855699678927294e-05,0.00010924857914608867,8.652213849558166e-05,0.0002297352541305031,-1.5651614589004121e-06,3.521462957463305e-06
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude5,10,680.0689620938707,680.0690619689029,0.0006002472462826958,680.0684292473687,680.0699726780581,9.987503225374894e-05,0.0006002472462845463,0.00047886342794072333,0.0010105841873837562,1.4686015363242392e-07,8.826270271715376e-07
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude6,10,227.27679158249316,227.27701114104963,0.00015496729107668348,227.27673108036663,227.27718136798242,0.00021955855644932852,0.00015496729107714405,0.00023165898175534494,0.000389785489261385,9.66040372712833e-07,6.818438873504451e-07
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude7,10,45.288419583539245,45.2884350361202,7.209467532080772e-06,45.288422790684116,45.28844675087097,1.545258095276836e-05,7.20946753141655e-06,1.545258095276836e-05,2.7167331722921517e-05,3.412038020948037e-07,1.591900887183296e-07
