adapter,case_id,param_name,n_trials,ref_value,cand_mean,cand_std,cand_min,cand_max,diff_mean,diff_std,abs_diff_mean,abs_diff_max,rel_diff_mean,rel_diff_std
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,amplitude0,10,1793.1203882904592,1793.1220784711174,0.0024580760270523708,1793.1178370095145,1793.1252068752678,0.0016901806581472556,0.0024580760270372574,0.0025952209575507367,0.004818584808617743,9.425918466961689e-07,1.3708371412701182e-06
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,amplitude1,10,14992.989335048138,14992.986883046784,0.0037925803565423033,14992.982199546088,14992.993403359667,-0.002452001353049127,0.0037925803562764574,0.0038619932218352917,0.007135502050005016,-1.635431933055033e-07,2.5295691683117447e-07
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,amplitude2,10,15002.634368252506,15002.631840073582,0.003436624283095588,15002.628129869208,15002.637252695313,-0.002528178923057567,0.0034366242831091617,0.003847430902351334,0.006238383297386463,-1.6851566604912514e-07,2.290680555663943e-07
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,amplitude3,10,1794.2474830009126,1794.249262492854,0.0021727869264971697,1794.2457315613376,1794.2517649500705,0.00177949194176108,0.0021727869264877154,0.0024754010853484942,0.0042819491579848545,9.917761951014952e-07,1.210973930337463e-06
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,common_sigma,10,2.0281922097858196,2.02819205551695,4.5676708258294696e-07,2.0281915973500464,2.0281929095196674,-1.5426886985636655e-07,4.5676708252316454e-07,4.3111564789199975e-07,6.997338477532367e-07,-7.606225342550626e-08,2.252089719698706e-07
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,p_0,10,-300.7812495426557,-300.7812422910071,9.863010822750225e-06,-300.7812584993705,-300.78122901039416,7.251648588635362e-06,9.863010815282511e-06,1.0688485036780549e-05,2.0532261544303765e-05,-2.4109377162511452e-08,3.279130873443551e-08
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,p_1,10,-295.589199387215,-295.5891987595136,7.978961194075248e-07,-295.58920004871186,-295.5891977010176,6.277013937960873e-07,7.978961148412886e-07,8.865505321864475e-07,1.6861973790582852e-06,-2.1235599781635225e-09,2.6993412360647966e-09
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,p_2,10,294.8530579885017,294.8530573396244,6.113305317503573e-07,294.8530565353511,294.8530583490849,-6.488772726243041e-07,6.113305296002221e-07,7.819381437457196e-07,1.4531506167259067e-06,-2.2006801525172185e-09,2.0733396281210084e-09
lmfit-baseline-leastsq,full_run_M3_00001_6ab33e,p_3,10,300.03170797145725,300.0317004866114,7.163846784427383e-06,300.03169147332187,300.03171220915016,-7.484845826866149e-06,7.163846781294144e-06,8.94634071642031e-06,1.6498135380516032e-05,-2.4946849376260595e-08,2.387696563716412e-08
lmfit-baseline-leastsq,full_run_M6_00002_952a4b,amplitude0,10,43.181502951977485,41.806528375585444,2.2192954549986412,38.59040378833021,43.20478643468995,-1.3749745763920445,2.219295454998641,1.3796395175438676,4.591099163647279,-0.031841748952581975,0.05139458572034276
