adapter,n_fits,success_rate,aborted_rate,elapsed_median,elapsed_mean,elapsed_std,elapsed_iqr,speed_ratio_median,chi2_ratio_median,chi2_ratio_mean,chi2_ratio_std,r2_median,r2_mean,r2_std,p_max_diff_median,p_max_diff_p95,amp_diff_median
lmfit-baseline-leastsq,60,1.0,0.0,0.03009801357984543,0.031226436064268153,0.00562373482413865,0.007680029375478625,0.8902556940680568,0.9999999999659116,1.0000000006946745,1.97790625423942e-09,0.9593634872898651,0.9713017685938335,0.018373560042523458,,,
lmfit-trf-jac,60,1.0,0.0,0.037185335997492075,0.05128729857193927,0.03401429988208507,0.01521821296773851,1.0563627980305847,1.0000000008446277,1.0000000036656695,8.254221460212393e-09,0.9593634871423156,0.9713017684973615,0.018373560106638865,,,
