case_id,box_name,n_peaks,model_kind,has_voigt,use_common_sigma,bgsub,n_free,tags,adapter,trial,perturb_init,success,converged,aborted,elapsed_s,n_eval,chi2,redchi,r2,ref_chi2,ref_r2,ref_elapsed_s,chi2_ratio,speed_ratio,p_max_abs_diff,amp_max_rel_diff,error
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,0,0.0,True,True,False,0.029850555583834648,135,146386.9237806158,100.12785484310245,0.997771168725384,146386.9237806158,0.997771168725384,0.029385829344391823,1.0,1.0158146375246515,0.0,0.0,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,1,0.0,True,True,False,0.029138981364667416,135,146386.9237806158,100.12785484310245,0.997771168725384,146386.9237806158,0.997771168725384,0.029385829344391823,1.0,0.9915997613396772,0.0,0.0,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,2,0.0,True,True,False,0.02908790484070778,135,146386.9237806158,100.12785484310245,0.997771168725384,146386.9237806158,0.997771168725384,0.029385829344391823,1.0,0.989861626834061,0.0,0.0,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,3,0.0,True,True,False,0.029090000316500664,135,146386.9237806158,100.12785484310245,0.997771168725384,146386.9237806158,0.997771168725384,0.029385829344391823,1.0,0.9899329358915093,0.0,0.0,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-baseline-leastsq,4,0.0,True,True,False,0.030106700025498867,135,146386.9237806158,100.12785484310245,0.997771168725384,146386.9237806158,0.997771168725384,0.029385829344391823,1.0,1.0245312348567293,0.0,0.0,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,0,0.0,True,True,False,0.0276649072766304,11,146386.92378707664,100.12785484752165,0.9977711687252856,146386.9237806158,0.997771168725384,0.029385829344391823,1.0000000000441354,0.9414370087162487,1.792756341956192e-05,2.901206053033429e-06,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,1,0.0,True,True,False,0.026356847025454044,11,146386.92378707664,100.12785484752165,0.9977711687252856,146386.9237806158,0.997771168725384,0.029385829344391823,1.0000000000441354,0.8969237082459321,1.792756341956192e-05,2.901206053033429e-06,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,2,0.0,True,True,False,0.026482263579964638,11,146386.92378707664,100.12785484752165,0.9977711687252856,146386.9237806158,0.997771168725384,0.029385829344391823,1.0000000000441354,0.9011916345664983,1.792756341956192e-05,2.901206053033429e-06,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,3,0.0,True,True,False,0.02598633710294962,11,146386.92378707664,100.12785484752165,0.9977711687252856,146386.9237806158,0.997771168725384,0.029385829344391823,1.0000000000441354,0.8843152527158133,1.792756341956192e-05,2.901206053033429e-06,
full_run_M3_00001_6ab33e,M3,4,gmm,False,True,1,9,"n_peaks=4,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,4,0.0,True,True,False,0.026075175032019615,11,146386.92378707664,100.12785484752165,0.9977711687252856,146386.9237806158,0.997771168725384,0.029385829344391823,1.0000000000441354,0.8873384081295621,1.792756341956192e-05,2.901206053033429e-06,
