case_id,box_name,n_peaks,model_kind,has_voigt,use_common_sigma,bgsub,n_free,tags,adapter,trial,perturb_init,success,converged,aborted,elapsed_s,n_eval,chi2,redchi,r2,ref_chi2,ref_r2,ref_elapsed_s,chi2_ratio,speed_ratio,p_max_abs_diff,amp_max_rel_diff,error
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,0,0.05,True,True,False,0.15873653441667557,25,776.1714252608799,0.46145744664737215,0.9960318970462128,776.1714273219775,0.9960318970356756,0.18560193851590157,0.999999997344533,0.8552525673274458,0.00018653199640539242,1.9011342665664833e-05,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,1,0.05,True,True,False,0.14020958822220564,23,776.1714262449559,0.46145744723243515,0.9960318970411818,776.1714273219775,0.9960318970356756,0.18560193851590157,0.9999999986123921,0.7554317015400843,0.0002521557393038165,6.606670046794762e-06,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,2,0.05,True,True,False,0.16034328937530518,25,776.171424866806,0.4614574464130832,0.9960318970482275,776.1714273219775,0.9960318970356756,0.18560193851590157,0.999999996836818,0.8639095618150975,0.00019795100024566636,3.78978986329623e-06,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,3,0.05,True,True,False,0.18442999850958586,29,776.1714248599324,0.46145744640899666,0.9960318970482626,776.1714273219775,0.9960318970356756,0.18560193851590157,0.9999999968279621,0.9936857340193389,0.00013260189382435783,2.0440249431802823e-06,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,4,0.05,True,True,False,0.17246569972485304,28,776.1714249938855,0.46145744648863585,0.9960318970475778,776.1714273219775,0.9960318970356756,0.18560193851590157,0.999999997000544,0.9292235905719106,0.00022221883091333439,2.2238611071722637e-06,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,5,0.05,True,True,False,0.13488910906016827,21,776.1714382366296,0.4614574543618487,0.9960318969798755,776.1714273219775,0.9960318970356756,0.18560193851590157,1.0000000140621668,0.7267656261500284,0.00042891257965038676,9.450441910575329e-05,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,6,0.05,True,True,False,0.1294042281806469,20,776.1714298300053,0.4614574493638557,0.9960318970228536,776.1714273219775,0.9960318970356756,0.18560193851590157,1.0000000032312808,0.6972137748957837,0.0001357493354134931,8.762017689912588e-06,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,7,0.05,True,True,False,0.12968710064888,22,776.1714248616568,0.46145744641002184,0.9960318970482538,776.1714273219775,0.9960318970356756,0.18560193851590157,0.9999999968301838,0.6987378563277721,0.00015040290770684805,5.037669605638321e-06,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,8,0.05,True,True,False,0.1516578532755375,24,776.1714258864617,0.46145744701929947,0.9960318970430145,776.1714273219775,0.9960318970356756,0.18560193851590157,0.9999999981505171,0.8171135198706133,0.00018759350587060908,5.309806590506761e-06,
full_run_M6_00002_952a4b,M6,8,gmm,False,True,1,17,"n_peaks=8,gmm=True,merid_bg=True,voigt=False,bgsub=1",lmfit-trf,9,0.05,True,True,False,0.13889111764729023,23,776.1714303273901,0.46145744965956603,0.9960318970203107,776.1714273219775,0.9960318970356756,0.18560193851590157,1.000000003872099,0.7483279472072467,0.00029887747757584293,1.2491275718733265e-05,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,0,0.05,True,True,False,0.009797045961022377,63,5133.029215513241,6.110749066087192,0.9502582177118963,3591.010086000241,0.9652012029558752,0.2761954301968217,1.4294109714491336,0.035471426714195925,1.0308088770421762,0.07344936230367997,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,1,0.05,True,True,False,0.008399587124586105,52,91033.60792256522,108.3733427649586,0.11783593740327813,3591.010086000241,0.9652012029558752,0.2761954301968217,25.35041833423553,0.030411752716547166,0.4429244494551767,0.6437875153615604,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,2,0.05,True,True,False,0.011469194665551186,76,6011.908993453992,7.157034516016656,0.9417414053704387,3591.010086000241,0.9652012029558752,0.2761954301968217,1.6741554185246552,0.04152564963648398,0.9316225804809051,0.23687736922093605,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,3,0.05,True,True,False,0.014825324527919292,102,3820.1600808379944,4.547809620045231,0.9629806176687136,3591.010086000241,0.9652012029558752,0.2761954301968217,1.0638121278832127,0.053676936353923406,0.9190642801182776,0.09929147714531766,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,4,0.05,True,True,False,0.24729921575635672,2009,3591.0098975231786,4.275011782765689,0.9652012047823182,3591.010086000241,0.9652012029558752,0.2761954301968217,0.999999947514193,0.8953776519044032,0.0013491293079539446,6.931082690849906e-07,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,5,0.05,True,True,False,2.447495979256928,20493,3591.032307380995,4.275038461167851,0.9652009876188808,3591.010086000241,0.9652012029558752,0.2761954301968217,1.0000061880585747,8.86146442579734,0.06989815415892053,3.356537346057621e-05,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,6,0.05,True,True,False,0.2053157603368163,1709,3591.009297688346,4.275011068676602,0.9652012105950366,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999997804762795,0.7433713157039011,0.006138386384833439,3.023974706439762e-06,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,7,0.05,True,True,False,0.005503104999661446,29,134864.63763747393,160.55314004461184,-0.3069100451352982,3591.010086000241,0.9652012029558752,0.2761954301968217,37.556184585293,0.019924677956256687,1.1257317665761661,0.6189112110747491,
full_run_TEST_00005_861239,TEST,2,gmm,False,True,0,11,"n_peaks=2,gmm=True,merid_bg=True,voigt=False,bgsub=0",lmfit-baseline-leastsq,8,0.05,True,True,False,0.14577680546790361,1205,3591.0085825765527,4.275010217353039,0.9652012175248501,3591.010086000241,0.9652012029558752,0.2761954301968217,0.9999995813368239,0.5278031043599111,0.013568034714523947,6.932885824301315e-06,
