adapter,n_fits,success_rate,aborted_rate,elapsed_median,elapsed_mean,elapsed_std,elapsed_iqr,speed_ratio_median,chi2_ratio_median,chi2_ratio_mean,chi2_ratio_std,r2_median,r2_mean,r2_std,p_max_diff_median,p_max_diff_p95,amp_diff_median
lmfit-trf,50,1.0,0.0,0.032265132293105125,0.07939921470358968,0.14686156226186467,0.04270053142681718,0.432910111173326,0.9999999980731724,1.0109320254551937,0.02356999673914015,0.9960318970377637,0.9549360509666565,0.06895180547392844,9.068704787296156e-05,0.16783392446256046,0.00013065106971111114
lmfit-baseline-leastsq,50,1.0,0.0,0.04101367201656103,0.11130801636725664,0.15432123575246695,0.15245851292274892,0.8871269081081037,1.0000000006551637,2.486451709816964,4.616677058505966,0.9960318970266573,0.9040626558398677,0.17198917842781714,9.941830253978878e-05,2.3983372518763417,9.111871948703251e-05
