adapter,n_fits,success_rate,aborted_rate,elapsed_median,elapsed_mean,elapsed_std,elapsed_iqr,speed_ratio_median,chi2_ratio_median,chi2_ratio_mean,chi2_ratio_std,r2_median,r2_mean,r2_std,p_max_diff_median,p_max_diff_p95,amp_diff_median
lmfit-trf,30,0.8333333333333334,0.16666666666666666,0.03310106601566076,0.9509613976503412,2.099011697076077,0.0328014821279794,1.0060750630155935,1.0271926786587082,1.0495285395725118,0.06613797529308135,0.9584631481087815,0.9708186663944177,0.01860272835523154,,,
lmfit-baseline-leastsq,30,1.0,0.0,0.035006450954824686,0.035437319831301765,0.0032039623109829133,0.001984331523999572,0.9770347314148866,1.0,1.0,0.0,0.9593634873802066,0.9713017686261719,0.01853127587273882,,,
lmfit-trf-jac,30,1.0,0.0,0.03958574030548334,0.040602840234835944,0.0039702953777565626,0.0075704618357121944,1.1336339476538764,1.0000000001435752,1.0000000010542585,1.8027986040476344e-09,0.959363487308228,0.9713017685999803,0.018531275888165905,,,
